id,corpus_id,chantlink,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast,feast_code,genre,office,srclink,melody_id,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx,db,image_link
,,https://cantusdatabase.org/chant/537840,Dominus pars hereditatis meae et ,,8,,,B-TOb olv 63,01,087v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123664,,Dominus pars hereditatis meae et calicis mei,,,,,,CD,
,,https://cantusdatabase.org/chant/540954,Dominus pars hereditatis meae,,8,,,B-TOb olv 64,01,071v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123665,,,,,,,,CD,
,,https://cantusdatabase.org/chant/254036,Dominus pars hereditatis meae et,,8,,,CH-Fco Ms. 2,01,048r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123672,,Dominus pars hereditatis meae et calicis mei,,1---gk--kj--klkj-kjhg-hg---hj7---j--j--jh--jk--hj---gh-jh--hg---g---hjhg-hjh--gf--gh---hkj-klkjh--hjhg-hg---3---k--k---3,,,,CD,http://www.e-codices.unifr.ch/en/fcc/0002/48r/medium
,,https://cantusplanus.pl/chant/24612,Dominus pars hereditatis meae et calicis ,,,,,D-B Theol. Lat. Qu. 149 Breviarium monasticum,01,095r,,,,Dom. 2 p. Epiph.,05021000,V,M,https://cantusplanus.pl/source/22868,,Dominus pars hereditatis meae et calicis mei,,,,,,CPL,
,,https://cantusdatabase.org/chant/346182,Dominus pars hereditatis,,8,,,D-MZb A,01,204r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123620,,,,,,,,CD,
,,https://cantusdatabase.org/chant/359916,Dominus pars hereditatis meae,,8,,,D-Ma 12o Cmm 1,01,052v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123673,,,,,,,,CD,
,,https://cantusdatabase.org/chant/373049,Dominus pars hereditatis meae,,8,,,D-Mbs Clm 4303,01,115v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123681,,,,1--gk-kj-klkj-kjhg-hg--hj--j-j-jh-jk-hj,,,,CD,https://www.digitale-sammlungen.de/en/view/bsb00060193?page=239
,,https://musicahispanica.eu/chant/120608,Dominus pars hereditatis meae et calicis ,,8,,,E-Bbc (Barcelona) M 888,1.3,032v,,,,Dom. 2 p. Epiph.,05021000,V,M,https://musicahispanica.eu/source/20232,,Dominus pars hereditatis meae et calicis mei,,,,,,SEMM,0
,,https://musicahispanica.eu/chant/21142,Dominus pars hereditatis meae et calicis ,,8,,,E-H (Huesca) Ms. 7,2.1,087r,,,,Dom. 2 p. Epiph.,05021000,V,M,https://musicahispanica.eu/source/20425,,Dominus pars hereditatis meae et calicis mei,,,,,,SEMM,0
,,https://pemdatabase.eu/musical-item/69102,Dominus pars hereditatis meae et calicis ,,8,,,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 001,01,Av,,,,Dom. per annum,04001000,V,M,https://pemdatabase.eu/source/69092,,,,,,,,PEM,https://pemdatabase.eu/gallery-item/6043
,,https://musicahispanica.eu/chant/34350,Dominus pars hereditatis meae et calicis ,,8,,,"E-TZ, Archivo de Música de la Catedral de Tarazona, Ms. 18",2.1,019r,,,,Dom. p. Epiphaniam,05001000,V,M,https://musicahispanica.eu/source/23205,,Dominus pars hereditatis meae et calicis mei,,,,,,SEMM,0
,,https://cantusdatabase.org/chant/477733,Dominus pars hereditatis,,8,,,E-Tc 44.1,01,028v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123638,,,,,,,,CD,
,,https://pemdatabase.eu/musical-item/95779,Dominus pars hereditatis meae et calicis,,8,,,E-ZAahp Archivo Histórico Provincial de Zamora 196,01,Ar,,,,Dom. per annum,04001000,V,M,https://pemdatabase.eu/source/95366,,,,,,,,PEM,https://pemdatabase.eu/gallery-item/19399
,,https://cantusdatabase.org/chant/155405,Dominus pars hereditatis,,8,,,F-AS 465 (CGM 893),01,086r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123593,,,,,,,,CD,https://bvmm.irht.cnrs.fr/iiif/24878/canvas/canvas-2562957/view
,,https://cantusdatabase.org/chant/200623,Dominus pars hereditatis meae et,,8,,,F-CA 38,01,054v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123601,,Dominus pars hereditatis meae et calicis mei,,,,,,CD,
,,https://cantusdatabase.org/chant/445325,Dominus pars hereditatis meae,,*,,,F-Pn Lat. 1085,02,026r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123663,,,,,,,,CD,http://gallica.bnf.fr/ark:/12148/btv1b8432277r/f57.image
,,https://cantusdatabase.org/chant/417468,Dominus pars hereditatis,,8,,,F-Pn NAL 1535,01,030r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123633,,,,,,,,CD,https://gallica.bnf.fr/ark:/12148/btv1b84262784/f63.image
,,https://musicahispanica.eu/chant/73623,Dominus pars hereditatis meae et calicis ,,8,,,GB-Lbl (London) Add MS 30847,1.4,069v,,,,Dom. 2 p. Epiph.,05021000,V,M,https://musicahispanica.eu/source/72835,,Dominus pars hereditatis meae et calicis mei,,,,,,SEMM,0
,,https://cantusdatabase.org/chant/242160,Dominus pars hereditatis meae et,,8,,,GOTTSCHALK,02,035r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123609,,Dominus pars hereditatis meae et calicis mei,,,,,,CD,
,,https://cantusdatabase.org/chant/191593,Dominus pars hereditatis,,8,,,H-Bu lat. 118,01,109v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123597,,,,,,,,CD,
,,https://cantusdatabase.org/chant/267065,Dominus pars hereditatis meae,,8,,,HR-Hf Cod. D,01,004r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123720,,,,,,,,CD,
,,https://cantusdatabase.org/chant/170725,Dominus pars hereditatis meae et,,8,,,I-Ac 693,01,036v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123670,,Dominus pars hereditatis meae et calicis mei,,1---gk--kj--klk-jkjhgh---h---j--j--jh--jk--hj---g-hjh7---g---hjhg-hjh--gf--gh---hkj-klkjh--hjhghg---3---k--k77---3,,,,CD,
,,https://cantusdatabase.org/chant/167058,Dominus pars hereditatis meae,,8,,,I-Ac 694,01,056v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123669,,,,,,,,CD,
,,https://cantusdatabase.org/chant/173432,Dominus pars hereditatis meae,,8,,,I-Ad 5,01,097,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123675,,,,,,,,CD,
,,https://cantusdatabase.org/chant/234325,Dominus pars hereditatis,,8,,,I-Far s.c.,01,048r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123607,,,,,,,,CD,
,,https://cantusdatabase.org/chant/351900,Dominus pars hereditatis,,8,,,I-MC 542,01,053,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123625,,,,,,,,CD,
,,https://cantusdatabase.org/chant/364278,Dominus pars hereditatis meae,,8,,,I-Nn vi.E.20,01,052v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123674,,,,,,,,CD,
,,https://cantusdatabase.org/chant/420199,Dominus pars hereditatis,,8,,,I-PCd cod. 65,01,296v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123634,,,,,,,,CD,
,,https://cantusdatabase.org/chant/425936,Dominus pars hereditatis,,8,,,I-Rv C.5,01,059v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123635,,,,,,,,CD,
,,https://cantusdatabase.org/chant/585483,Dominus pars hereditatis meae et,,8,,,I-VCd CLXX,01,034r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123766,,Dominus pars hereditatis meae et calicis mei,,,,,,CD,
,,https://pemdatabase.eu/musical-item/51418,Dominus pars hereditatis meae et calicis ,,8,,,P-BRs (Braga) Arquivo da Sé Ms. 032,01,102v,,,,Dom. 2 p. Epiph.,05021000,V,M,https://pemdatabase.eu/source/47990,,,,,,,,PEM,https://pemdatabase.eu/gallery-item/7501
,,https://pemdatabase.eu/musical-item/100629,Dominus pars hereditatis meae et calicis,,*,,,P-Ln (Lisboa) Biblioteca Nacional de Portugal RES. 253 P.,01,076v,,,,Dom. 2 p. Epiph.,05021000,V,M,https://pemdatabase.eu/source/97935,,,,,,,,PEM,https://pemdatabase.eu/gallery-item/21177
,,https://cantusdatabase.org/chant/317631,Dominus pars hereditatis meae,,8,,,PL-Kkar 2 (Rkp 14),01,083v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123708,,,,,,,,CD,
,,https://cantusdatabase.org/chant/323036,Dominus pars hereditatis meae,,8,,,PL-Kkar 5 (Rkp 13),01,059r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123711,,,,,,,,CD,
,,https://cantusplanus.pl/chant/17358,Dominus pars hereditatis meae et calicis ,,8,,,"PL-PŁsem MsEPl 12 Antyfonarz z Płocka, pars de tempore",01,033v,,,,Dom. 2 p. Epiph.,05021000,V,M,https://cantusplanus.pl/source/14457,,Dominus pars hereditatis meae et calicis mei,,,,,,CPL,https://cantusplanus.pl/image/14855
,,https://cantusdatabase.org/chant/220827,Dominus pars hereditatis meae,,8,,,US-Cn 24,01,069v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123671,,,,,,,,CD,
,,https://cantusdatabase.org/chant/224934,Dominus pars hereditatis meae,,8,,,V-CVbav Vat.lat. 8737,01,026r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123676,,,,,,,,CD,"https://digi.vatlib.it/pub/digit/MSS_Vat.lat.8737/iiif/Vat.lat.8737_0074_fa_0026r.jp2/full/740,/0/native.jpg"
