feast,feast_code
Nicomedis,14091530
"Nicomedis, Valeriani",14091540
Nominis BMV,14090811
Nominis Jesu,14011430
"Norberti Episcopi, Confessoris",
Oct. Adalberti,14043020
"Oct. Apost, Die 3",14070820
"Oct. Apostolorum,8",14070608
Oct. Ascens. Domini,08075000
Oct. Corporis Christi,09025000
Oct. Dedicatione Ecclesiae,12008100
Oct. Joannis Evang.,02010300
"Oct. Joannis, Pauli",14070320
"Oct. Justinae, Cypr.",14100300
Oct. Marcel. Paris.,14111000
Oct. Nat. Innocent.,02010400
Oct. Om. Sanctorum,14110810
"Oct. Petri, Pauli",
"Oct. Philippi,Jacobi",14050830
Oct. Wenceslai,14100520
Oct.Visitatio Mariae,14070900
Octava Afrae,14081220
Octava Agapiti,14082520
Octava Agnetis,14012800
Octava Amandi,14021310
Octava Andreae,14120710
Octava Apostolorum Petri et Pauli,14070600
Octava Assumptionis,14082210
Octava Augustini,14090400
Octava Bartholomaei,14083130
Octava Blasii,14021010
Octava Concep.Mariae,14121500
Octava Cyrici,14062310
Octava de Trinitate,09021020
Octava Dionysii,14101610
Octava Edithae,14092310
Octava Epiphaniae,05011300
Octava Floriani,14051120
Octava Galli,14102320
Octava Gaugerici,14081810
Octava Georgii,14043000
Octava Jacobi,14080110
Octava Joannis Bapt.,14070100
Octava Lamberti,14092410
Octava Laurentii,14081700
Octava Ludgeri,14040210
Octava Mariae Mag.,14072910
Octava Martialis,14070630
Octava Martini,14111800
Octava Nat. Domini,02010100
"Octava Nat. Domini,8",02010108
Octava Nat. Mariae,14091510
Octava Nicolai,14121320
Octava Paschae,08021000
"Octava Paschae,8",08021008
Octava Pentecostes,08091000
Octava Rel. Vedasti,14072210
Octava Saturnini,14120610
Octava Servatii,14052000
Octava Stephani,02010200
Octava Thomae Cant.,14010510
Octava Tr. Benedicti,14071800
Octava Tr. Vedasti,14101210
Octava Udalrici,14071110
Octava Vedasti,14021300
Octava Viti,14062230
Odiliae,14121340
Officia votiva,15009000
Olavi,14072940
Omnium Sanctorum,14110100
"Omnium Sanctorum,8",14110108
Opilii,14101200
Opportunae,14042210
Orationis Domini Nostri Jesu Christi,
Ordin. Gregorii,14090310
"Ordin. Gregorii,8",14090318
Ordinatio Amandi,14102600
Ordinatio Oswaldi,14060100
Ordinatio Zenonis,14120820
Ordo ad consecrandum novum sepulcrum,13005000
Ordo ad corpus parvuli commendandum,13006000
Ordo ad induendum virginis,16053010
Ordo ad reconciliandum paenitentes,16038020
Ordo ad visitandum vel perunguendum infirmum,16013010
Ordo celebrandus super eum qui ab spiritu inmundo vexatur,16036000
Ordo de energumeno,16041000
Ordo de parvulo defuncto,13010000
Ordo de patribus et fratribus defunctis,13012000
Ordo in commendatione presbyteri,13007000
Ordo in finem hominis diei,13004000
Ordo quando rex cum exercitu ad prelium egreditur,16040000
Ordo quando sal ante altare ponitur antequam exorcizetur,16035000
Ordo super eum qui barbam tangere cupit,16034000
Ordo super sepulcrum quando clamore proclamatur,13008000
Ordo votivo energumeno id est daemonia sustinens,16041010
Orientii,14050120
"Oswaldi, Epi.",14022800
"Oswaldi, Reg.",14080510
Othmari,14111600
Pancratii et sociorum,14051210
Pantaleonis,14072700
Pascha Annotinum,08020100
Paschalis Baylon,14051720
Passio Laurentiae,14081630
Passio Ragnulfi,14110950
Patriarcharum,14100930
"Patritii Episcopi, Confessoris",
Paulae,14012610
Pauli,14063000
Pauli a Cruce Confessoris,
Pauli Heremitae,14011010
"Pauli,8",14063008
Paulini,14083110
Paulini Ebor.,14101010
"Paulini Ebor.,8",14101018
Paulini Nolansis,14062200
Pelagii,14082840
Perpetui,14123010
Petri,14062910
Petri Alcantarae,14101920
Petri Alexandrini Ep. Mart.,
"Petri Caelestini Papae, Conf.",
Petri Canisii Conf. et Eccl. Doct.,
"Petri Chrysologi Episc., Conf. Et Ecclesiae Doctoris",
Petri Claver Confessoris,
"Petri Damiani Episcopi, Conf., Ecclesiae Doctoris",
Petri de Rates,14042610
Petri de Tarentasia,14050820
Petri Gundisalvi,14041410
Petri Nolasci Confessoris,
Petri Regalati,14051330
"Petri, Mart.",14042900
"Petri, Pauli",14062900
"Petri, Pauli,8",14062908
"Petri,8",14062918
Petronillae,14053110
Philiberti,14082000
Philippi Benitii,14082310
Philippi Nerii,14052620
"Philippi, Jacobi",14050100
"Philippi, Jacobi,8",14050108
Photini Episc. et soc.,14060210
Piati,14100130
"Pii I Papae, Martyris",
"Pii V Papae, Confessoris",
Pii X Papae et Confessoris,
Pirmini,14110300
Placidi et sociorum,14100510
Polycarpi,14012600
Pontiani,14011420
"Pontiani, Pont.",14111910
Pontii,14051400
Potentianae virginis,14041700
Praejecti,14012510
Praesentatio Mariae,14112100
Praxedis,14072100
Pretiosissimi Sanguinis,14070110
"Primi, Feliciani",14060900
Priscae,14011800
Prisci,14090120
Pro adversitate ecclesiae,16052000
Pro amico,16029000
Pro Archiepiscopo,16028010
Pro baptismo,16032000
Pro consecratione crucis,16048010
Pro conversis,16037000
Pro Dagoberto rege def.,
Pro defunctis,13001000
Pro defunctis Episcopis,13003000
Pro defunctis Sacerdotibus,13011000
Pro familiaribus,16044000
Pro febribus,16031000
Pro Gratiarum Actione,
Pro infirmis,16013030
Pro iter agentibus,16030000
Pro nec Virgine nec Martyre,
Pro omni populo christiano,16043000
Pro ordinatione clerici,16033000
Pro ordinatione Episcopi,16033010
Pro ordinatione Episcoporum,16033020
Pro pace,16019010
Pro pace regni,16019000
Pro paenitente,16038000
Pro paenitentibus,16038030
Pro pluvia,16020000
Pro quacumque necessitate,16050000
Pro reconciliatione ecclesiae,16047000
Pro remissione peccatorum,16045000
Pro Sacerdote,16028000
Pro salute vivorum,16027000
Pro serenitate,16042000
Pro sponso et sponsa,16044000
Pro stabilitate loci,16049000
Pro tribulatione,16026000
Pro uno infirmo,16013020
Pro uno paenitente,16038010
Pro Virgine tantum,
"Probi, Tarachi",14101110
"Processi, Martiniani",14070210
Procopii megalomartyris,
Procopii Sázaviensis,14070430
Prosperi,14062520
"Proti, Hiacinthi",14091100
"Pudentianae, Pudentis",14051910
Purificatio Mariae,14020200
Purificatio Mariae TP,14020280
"Purificatio Mariae, Vigilia",14020130
"Purificatio Mariae,8",14020208
Purissimi cordis de BMV,14070930
Puritatis B. Mariae Virginis. Die 16 Octobris,
Q.T. Adventus,01030009
Q.T. Quadragesimae,07010009
Quadrag. Martyrorum,14030900
Quattuor Coronatorum,14110800
Quattuor Virginum,14091920
Quinque fratrum,14111230
Quintini,14103100
Quirini,14060410
Radegundis,14081310
Ragenfredis,14100800
Ragnulfi,14052700
"Raphaelis, Archang.",14102410
Raymundi de Pennafort Confessoris,
Raymundi Nonnati Confessoris,
Recollectio Mariae,15081520
Reginae Mariae,14053130
Reguli Silvanecti,14043040
"Reguli Silvanecti, transl.",14033000
Relatio Martini,14121410
Relatio Vedasti,14071500
"Relatio Vedasti,8",14071508
Reliquiarum,14091500
"Reliquiarum,8",14091508
Remacli,14090300
Remigii,14100100
"Remigii, Hilarii",14011440
Richarii,14100920
Rictrudis,14051200
"Ritae a Cassia, Viduae. Die 22 Maii",
Roberti,14042910
"Roberti Bellarmino Episcopi, Confessoris et Ecclesiae Doctoris",
Rocho,14081640
Romani,14080900
Romani Antiochiae,14111810
Romualdi Abbatis,
Rosae a S. Maria Virginis Limanae,
Rosae Limanae Virginis. Die 30 Augusti,
Rufi,14082820
"Rufinae, Secundae",14071010
Ruperti Bingensis,14051510
Ruperti Salisburgii,14032700
Rustici et Eleutherii Martyrum,
"S. Ritae a Cassia, Viduae. Die 22 Maii",
Sabae,14120500
Sabb. Adventus,01007000
Sabb. Cor. Christi,09017000
Sabb. de Passione,07057000
Sabb. Hebd. 1 Quad.,07017000
Sabb. Hebd. 2 p. Ep.,05027000
Sabb. Hebd. 2 Quad.,07027000
Sabb. Hebd. 3 p. Ep.,05037000
Sabb. Hebd. 3 Quad.,07037000
Sabb. Hebd. 4 p. Ep.,05047000
Sabb. Hebd. 4 Quad.,07047000
Sabb. Hebd. 5 p.Ep.,05057000
Sabb. in Pent. 17,09167000
Sabb. p. Dom. 1 p. Pent.,09017010
Sabb. p. Epiphaniam,05017000
Sabb. p. Nat. Dom.,03027000
Sabb. p. Oct. Asc.,08077100
Sabb. p. Oct. Pasch.,08027000
Sabb. post Ascensionem,08067000
Sabb. Quadragesimae,07007000
Sabb. Septuagesimae,06017000
Sabb. Sexagesimae,06027000
Sabb.p.Oct.Cor.Chri.,09027000
Sabbato 3 p. Pascha,08037000
Sabbato 4 p. Pascha,08047000
Sabbato 5 p. Pascha,08057000
Sabbato Hebd. 1 Adv.,01017000
Sabbato Hebd. 2 Adv.,01027000
Sabbato Hebd. 3 Adv.,01037000
Sabbato Hebd. 4 Adv.,01047000
Sabbato in Albis,08017000
Sabbato in estate,10007000
Sabbato Pent.,08087000
Sabbato per annum,04007000
Sabbato post Cineres,06037000
Sabbato Q.T. Adventus,01037009
Sabbato Q.T. Pent.,08087009
Sabbato Q.T. Sept.,11090709
Sabbato Sancto,07067000
Sabbato TP,08007000
Sabinae,14082910
Sabini,14011710
"Sabiniani, Potentiani",14101930
Sacrarum Reliquiarum. Die 5 Novembris,
Sacratissimae Sindonis D. N. J. C. Feria VI post Dom. II Quadragesimae,
Sacratissimi Cordis Jesu,09026010
Salvii,14091020
Samsonis,14072810
"Sanctae familiae Jesu, Mariae, Joseph",05011020
Sanctissimi Nominis BMV,14091200
Sanctissimi Redemptoris. Die 23 Octobris,
Sanctorum Angelorum Custodum,
Sanctorum Quinque Martyrum Ordinis Minorum,14011630
Saturnini,14112900
"Savinianus, Potentianus",
Scholasticae,14021000
Sept. Dorm. Eph.,14072710
Septem Dolorum BMV,14091550
Septem Fratrum,14071000
Septem Fundatorum Ord. Serv. B. M. V.,
Sereni,14100210
"Sergii, Bacchi",14100820
Servatii,14051300
"Severi, Epi.",14102200
Severini,14112410
"Severini, Apost.",14010530
"Severini, Epi.",14102300
Sigfridi,14021510
Sigismundi,14050140
"Silverii Papae, Martyris",
Silvestri,14123100
Silvestri Abbatis,
"Simeonis Episcopi, Martyris",
Simeonis Stylitae,14010500
"Simonis, Judae",14102800
Simperti,14101350
Simplicii et sociorum,14072920
Sixti et sociorum,14080610
Sophiae viduae,14011620
"Soteris et Caii Pontif., Martyrum",
Speusippi,14011720
Spinea Corona D. N. J. C. Feria VI post Cineres,
Ss. Lanceae et Clavorum D. N. J. C. Feria VI post Dominicam I Quadragesimae,
Stanislai,14050710
"Stanislai Episcopi, Martyris",
Stanislai Kostkae Confessoris,
Stephani,02122600
Stephani Abbatis,14041710
"Stephani, Pont.",14080200
"Stephani, Reg.",14082030
"Stephani,8",02122608
Stig. Francisci,14091710
Subventio Martini,14051220
Suff. Adalberti,15042310
Suff. Afrae,15080500
Suff. Agnetis,15012100
Suff. Annae,15072600
Suff. Annae TP,15072680
Suff. Apostolorum,15004000
Suff. Benedicti,15032100
Suff. Caeciliae,15112200
Suff. Confessorum,15005000
Suff. Corporis Christi,15915000
Suff. Crucis,15050300
Suff. Crucis TP,15050380
Suff. David,15030100
Suff. Exalt. Crucis,15091400
Suff. Francisci,15100400
Suff. Genovefae,15010300
Suff. Georgii,15042300
Suff. Hermagorae,15071200
Suff. Jo. Bapt. Adv.,15062410
Suff. Jo. Bapt. Nat.,15062430
Suff. Jo. Bapt. TP,15062480
Suff. Joannis Bapt.,15062400
Suff. Joannis Evang.,15122700
Suff. Justinae,15092600
Suff. Justinae TP,15092680
Suff. Lamberti,15091700
Suff. Laurentii,15081000
Suff. Ludgeri,15032600
Suff. Ludmilae,15091630
Suff. Marcelli Par.,15110300
Suff. Mariae,15081500
Suff. Mariae Adv.,15081510
Suff. Mariae Mag.,15072200
Suff. Mariae Nat.,15081530
Suff. Mariae TP,15081580
Suff. Martini,15111100
Suff. Martyrorum,15007000
Suff. Mauritii,15092200
Suff. Michaelis,15092900
Suff. Nicolai,15120600
Suff. Om. Sanct. Adv,15110110
Suff. Om. Sanct. Nat,15110130
Suff. Om. Sanct. TP,15110180
Suff. Om. Sanctorum,15110100
Suff. Ordinis Carmelitarum,12017000
"Suff. Oswaldi,Wulst.",15022800
Suff. Paschae,15811000
Suff. Pauli,15063000
"Suff. Perpetuae, Felicitatis",15030710
Suff. Petri,15062910
"Suff. Petri, Pauli",15062900
Suff. pro Pace,15001000
Suff. pro Pace TP,15001080
Suff. pro paenitente,15003000
Suff. Reliquiarum,15120400
Suff. S. Mariae,
Suff. Stephani,15122600
Suff. Thomae Apost.,15122100
Suff. Udalrici,15070400
Suff. un. Mart. TP,15006080
Suff. unius Conf.,15005100
Suff. unius Mart.,15006000
Suff. Vedasti,15020600
Suff. Virginum,15010000
Suff. Walburgae,15022500
Suff. Wenceslai,15092800
Sulpicii Severi,14012910
"Sulpitii, Serviliani",14042000
Suscept. Reliquiarum,14120410
Swithuni,14071520
Symphoriani,14082200
Symphorosae cum septem Filiis Mart.,
Syri,14120900
Taurini,14081130
Teresiae Avilensis,14101500
Teresiae Virginis,
Tertullini,14080400
Theclae,14092300
Theodardi,14091010
Theodori Tiro,14110910
Theotonii,
Theresiae a Jesu Infante Virginis,
Thomae Apost.,14122100
Thomae Cant.,14122900
"Thomae Cant.,8",14122908
Thomae de Aquino,14030700
Thomae de Villanova Episcopi et Confessoris,
Tiburtii (filius Chromatii),14081140
"Tiburtii, Susannae",14081100
"Tiburtii, Valeriani, Maximi",14041400
Timothei,14012400
"Timothei, Apollinaris",14082300
"Titi Episcopi, Confessoris",
Tr. Christophori,17002000
"Tr. Germani, Juliani",14072520
Tr. Kunegundis,14090910
Tr. Marcelli Paris.,14072600
Transfiguratio Dom.,14080600
Transl. Adalberti,14110620
Transl. Aichardi,14061700
Transl. Augustini,14101120
Transl. Baboleni,14120720
Transl. Bartholomaei,14021320
Transl. Benedicti,14071100
"Transl. Benedicti,8",14071108
Transl. Candidi,14082420
Transl. Caroli Magni,14072720
Transl. Clarae,14100340
Transl. Cuthberti,14090410
Transl. Dominici,14052400
Transl. Edithae,14110350
Transl. Egwini,14090810
Transl. Eligii,14062500
Transl. Eustachii,14110340
Transl. Francisci,14052530
Transl. Gerardi,14022410
Transl. Gudulae,14070620
Transl. Hadulfi,14083100
Transl. Hieronimi,
Transl. Hugonis,14011910
Transl. Jacobi,14123020
Transl. Januarii,14102310
Transl. Justae,14070910
Transl. Justinae,14081710
Transl. Lamberti,14042820
Transl. Lebuini,14062510
Transl. Ludgeri,14100320
Transl. Ludmilae,14111020
Transl. Martini,14070400
Transl. Mauritii,14051230
Transl. Nicolai,14050900
Transl. Oswaldi,14100830
"Transl. Oswaldi,8",14100838
Transl. Patrocli,14120901
Transl. Petri Alcan.,14042810
Transl. Ruperti Salisburgii,14092420
Transl. Servatii,14070720
Transl. Simperti,17003000
Transl. Stanislai,14092710
Transl. Stephani,14050700
Transl. Syri,14051700
Transl. Thomae Apost.,14070300
Transl. Thomae Cant.,14070710
Transl. Trium Regum,14072330
Transl. Udalrici,14051410
Transl. Valentini Epi.,14080420
Transl. Vedasti,14100500
"Transl. Vedasti,8",14100508
Transl. Walburgae,14050150
Transl. Wenceslai,14030400
Transl. Wolfgangi,14100720
Transl. Wulstani,14060700
Translatio Wigberti,14051520
Translationis Almae Domus B. M. V.,
Tres Mariae,14052520
Triumphi Sanctae Crucis apud Navas Tolosae,14071730
Trophimi,14122910
Trudonis,14112320
Tryphonis Respicii et Nymphae Virg. Martyrum,
Turiani,14071320
Ubaldi Episcopi et Confessoris,
Udalrici,14070420
"Udalrici,8",14070428
Ulgani,14110110
Unius in tribulatione,16026010
Urbani,14052510
Ursulae,14102110
Valentini,14021400
"Valentini, Epi.",14010700
"Valentini, Hylarii",14110360
Valeriae,14121200
Valerici,14020120
Valerii,14012900
Vedasti,14020600
"Vedasti,8",14020608
Venantii,14101100
Venantii Martyris,
Verenae,14090130
"Vibiae Perpetuae, Felicitatis",14030710
Victoria Pauli,14062720
"Victoriae, Anatoliae",14122300
Victorini Assisiensis,14061210
"Victorini, Floriani, transl.",14110210
"Victorini, Mart.",14090500
Victoris,14120700
Victoris Bracharensis,14041210
Victoris et sociorum,14072110
Victoris Mauri,14050810
Vig. Assump. Mariae,14081410
Vig. Joannis Bapt.,14062300
Vig. Kiliani et sociorum,14070730
Vig. Om. Sanctorum,14103120
Vig. Relatio Vedasti,14071410
Vig. Stephani Reg.,14081920
Vigil. Dionysii,
Vigilia Andreae,14112920
Vigilia Bartholomaei,14082320
Vigilia Epiphaniae,02010500
Vigilia Jacobi,14072410
Vigilia Laurentii,14080910
Vigilia Martini,14111030
Vigilia Matthaei,14092020
Vigilia Matthiae,14022310
Vigilia Nat. Domini,02122400
Vigilia Nat. Mariae,14090710
Vigilia Othmari,14111540
Vigilia Pentecostes,08077000
Vigilia Petri,14062820
"Vigilia Petri, Pauli",14062810
"Vigilia Philippi, Jacobi",14043030
"Vigilia Simonis, Judae",14102700
Vigilia Thomae Apost.,14122000
Vigilii,14062620
Vigoris,14110120
Vincentii,14012200
Vincentii a Paulo Confessoris,
Vincentii Ferrerii Confessoris,
"Vincentii, Anastasii",
"Vincentii, Orontii, Victoris",14012230
"Vincentii, transl.",14091560
"Vincentii, transl. in Brachara",14050450
"Vincentii,8",14012208
Vincula Petri,14080100
"Vincula Petri,8",14080108
Vindiciani,14031100
Vinoci,14110600
Visitatio Mariae,14070200
"Visitatio Mariae,8",14070208
Vitalis Agricolae Mart.,
"Vitalis, Valeriae",14042800
Viti et sociorum,14061500
"Viti,8",14061508
Vitoni,14110920
Vulmari,14072000
Walburgae,14022500
Waldetrudis,14040900
Wandregisili,14072220
Wenaili,14110320
Wenceslai,14092800
"Wenceslai,8",14092808
Wiboradae,14050220
Wigberti,14081320
Wilfridi,14101230
Willehadi,14110820
Willelmi,14011000
Willibaldi,14070700
Willibrordi,14110700
Wironi,14050840
Wolfgangi,14103130
Wulsini,14010800
Wulstani,14011920
"Wulstani,8",14011928
Wunnibaldi,14121820
XI milium Virginum,14102100
Yventii,
Zenobii,14052500
Zenonis,14041200
Zephyrini Pape Martyris,
"Zoerardi, Benedicti",14071600
